DIRECTORIO,P6020,P6040,P6051,P5502,P767,P6081,P6083,P1895,P1896,P1897,P1898,P1899,P3175,P1901,P1903,P1904,P1905,P1927
7247905,1,71,1,2.0,,3,3,10.0,4.0,10.0,10.0,10.0,10.0,7.0,3.0,2.0,7.0,8.0
7247905,2,76,6,4.0,,3,3,10.0,99.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,9.0,10.0
7247907,2,64,1,4.0,22.0,3,3,5.0,5.0,3.0,6.0,7.0,8.0,9.0,8.0,1.0,10.0,10.0
7247909,2,63,5,4.0,1.0,3,3,8.0,0.0,7.0,5.0,6.0,7.0,5.0,6.0,5.0,7.0,5.0
7247915,1,65,1,4.0,,3,3,8.0,8.0,8.0,8.0,7.0,7.0,8.0,1.0,0.0,7.0,8.0
7247922,2,65,1,3.0,,3,3,3.0,0.0,2.0,0.0,1.0,6.0,0.0,8.0,7.0,4.0,2.0
7247926,1,65,1,2.0,,2,2,7.0,7.0,7.0,7.0,7.0,5.0,8.0,2.0,3.0,8.0,6.0
7247927,1,61,1,6.0,,3,3,8.0,9.0,7.0,8.0,8.0,8.0,9.0,2.0,2.0,9.0,8.0
7247930,1,70,1,2.0,,3,3,7.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,4.0,5.0
7247930,2,61,2,2.0,,3,3,6.0,8.0,6.0,6.0,5.0,4.0,5.0,6.0,6.0,6.0,4.0
7247931,2,62,1,5.0,,3,3,10.0,4.0,10.0,10.0,10.0,9.0,8.0,0.0,0.0,10.0,10.0
7247932,1,60,1,2.0,,2,2,7.0,5.0,6.0,7.0,7.0,7.0,6.0,6.0,5.0,7.0,5.0
7247937,2,84,1,3.0,,3,3,1.0,9.0,9.0,8.0,8.0,8.0,9.0,3.0,3.0,10.0,9.0
7247938,2,66,1,6.0,,2,2,9.0,8.0,8.0,8.0,8.0,8.0,9.0,2.0,3.0,9.0,8.0
7247938,1,74,2,6.0,,3,3,9.0,9.0,9.0,9.0,8.0,8.0,8.0,1.0,2.0,9.0,9.0
7247940,2,60,1,4.0,,2,2,6.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0
7247940,2,63,7,4.0,,2,2,7.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,6.0,5.0,6.0
7247944,2,79,1,3.0,69.0,3,3,9.0,8.0,8.0,8.0,8.0,9.0,7.0,2.0,2.0,8.0,8.0
7247950,1,68,1,2.0,35.0,3,2,9.0,8.0,8.0,8.0,8.0,8.0,7.0,1.0,2.0,8.0,9.0
7247954,1,60,1,2.0,,3,3,8.0,8.0,9.0,7.0,8.0,9.0,8.0,2.0,0.0,9.0,8.0
7247956,1,71,1,3.0,,2,2,7.0,2.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0
7247958,2,65,1,4.0,60.0,3,3,9.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0
7247958,1,78,7,5.0,60.0,3,3,9.0,9.0,8.0,8.0,9.0,8.0,7.0,7.0,3.0,9.0,8.0
7247959,2,75,5,3.0,,3,3,10.0,99.0,7.0,8.0,10.0,10.0,8.0,0.0,0.0,9.0,10.0
7247962,2,68,5,4.0,50.0,3,3,8.0,7.0,7.0,7.0,8.0,9.0,9.0,2.0,3.0,8.0,8.0
7247963,2,74,1,3.0,,3,3,10.0,10.0,10.0,10.0,10.0,10.0,8.0,0.0,0.0,10.0,8.0
7247978,1,60,1,2.0,17.0,2,2,7.0,8.0,8.0,8.0,8.0,8.0,10.0,0.0,0.0,10.0,10.0
7247979,2,60,1,6.0,,3,3,10.0,10.0,10.0,7.0,10.0,10.0,10.0,0.0,0.0,10.0,7.0
7247979,1,62,2,6.0,,3,3,10.0,10.0,9.0,6.0,10.0,10.0,10.0,0.0,0.0,8.0,7.0
7247980,2,75,1,2.0,,3,3,8.0,4.0,8.0,10.0,7.0,7.0,7.0,3.0,3.0,8.0,7.0
7247980,1,72,2,2.0,,3,3,8.0,4.0,8.0,10.0,8.0,8.0,8.0,3.0,3.0,8.0,8.0
7247982,2,65,1,4.0,,3,2,10.0,10.0,8.0,6.0,10.0,10.0,10.0,1.0,2.0,10.0,8.0
7247986,1,63,1,6.0,,3,3,8.0,4.0,7.0,10.0,4.0,8.0,8.0,4.0,3.0,9.0,7.0
7247987,1,88,1,6.0,,3,3,10.0,5.0,5.0,10.0,10.0,10.0,5.0,6.0,7.0,10.0,7.0
7247987,2,78,2,6.0,,3,3,10.0,5.0,6.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,7.0
7247993,2,64,1,6.0,,3,3,8.0,99.0,7.0,6.0,6.0,6.0,10.0,0.0,0.0,10.0,10.0
7247994,2,95,5,3.0,,3,3,7.0,99.0,5.0,5.0,5.0,5.0,6.0,0.0,0.0,10.0,6.0
7247994,2,61,1,5.0,,3,1,7.0,7.0,7.0,7.0,6.0,6.0,8.0,3.0,0.0,10.0,7.0
7247998,2,73,5,4.0,25.0,3,3,8.0,7.0,7.0,7.0,8.0,8.0,6.0,7.0,7.0,8.0,6.0
7248000,2,62,1,2.0,,3,1,7.0,4.0,7.0,8.0,7.0,8.0,10.0,0.0,0.0,10.0,10.0
7248000,2,80,5,3.0,,3,3,7.0,99.0,7.0,7.0,6.0,6.0,8.0,0.0,0.0,9.0,8.0
7248003,2,70,1,2.0,,3,2,7.0,99.0,7.0,7.0,6.0,6.0,9.0,0.0,0.0,9.0,9.0
7248003,1,79,2,2.0,,3,3,5.0,5.0,4.0,6.0,5.0,6.0,0.0,10.0,0.0,8.0,5.0
7248004,2,67,1,4.0,,3,1,7.0,4.0,10.0,2.0,10.0,6.0,8.0,4.0,3.0,7.0,7.0
7248004,2,82,5,3.0,40.0,3,3,6.0,99.0,7.0,3.0,1.0,6.0,8.0,9.0,6.0,7.0,6.0
7248007,2,63,1,3.0,50.0,3,3,6.0,6.0,6.0,6.0,4.0,6.0,6.0,7.0,5.0,4.0,5.0
7248009,2,60,2,2.0,,2,2,5.0,2.0,2.0,0.0,1.0,2.0,3.0,3.0,3.0,7.0,4.0
7248009,1,65,1,2.0,,2,2,4.0,2.0,9.0,0.0,5.0,3.0,5.0,4.0,4.0,7.0,6.0
7248019,2,70,1,4.0,,3,3,7.0,5.0,6.0,6.0,6.0,5.0,6.0,0.0,5.0,8.0,9.0
7248022,2,79,2,2.0,,3,3,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0
7248022,1,79,1,2.0,,3,3,8.0,8.0,7.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0
7248025,2,72,2,6.0,,3,3,8.0,8.0,6.0,7.0,8.0,8.0,7.0,8.0,6.0,8.0,7.0
7248025,1,74,1,6.0,,3,3,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0
7248033,2,86,1,3.0,,3,3,5.0,6.0,3.0,5.0,0.0,5.0,5.0,3.0,2.0,7.0,5.0
7248035,2,75,1,3.0,,3,3,8.0,6.0,5.0,8.0,6.0,7.0,8.0,4.0,3.0,8.0,8.0
7248039,1,80,1,3.0,,3,3,10.0,10.0,2.0,6.0,6.0,5.0,6.0,2.0,4.0,6.0,6.0
7248048,1,75,1,6.0,0.0,3,3,7.0,0.0,5.0,10.0,0.0,0.0,2.0,10.0,10.0,9.0,6.0
7248048,2,72,2,6.0,0.0,3,3,8.0,0.0,7.0,10.0,4.0,10.0,9.0,4.0,0.0,7.0,6.0
7248049,2,62,1,3.0,,3,2,8.0,3.0,8.0,8.0,4.0,4.0,6.0,5.0,5.0,8.0,7.0
7248063,1,77,1,2.0,,3,3,7.0,3.0,5.0,8.0,7.0,8.0,8.0,1.0,2.0,8.0,8.0
7248063,2,65,2,2.0,,3,2,7.0,6.0,7.0,9.0,7.0,7.0,7.0,6.0,4.0,7.0,7.0
7248064,2,67,1,2.0,,2,2,8.0,7.0,7.0,7.0,7.0,5.0,6.0,4.0,3.0,5.0,3.0
7248064,1,70,2,2.0,,3,2,5.0,7.0,7.0,7.0,7.0,5.0,6.0,0.0,3.0,7.0,7.0
7248066,2,68,1,4.0,,3,3,7.0,3.0,7.0,8.0,5.0,7.0,7.0,6.0,5.0,7.0,6.0
7248068,1,69,1,5.0,35.0,3,3,2.0,3.0,4.0,4.0,4.0,4.0,7.0,5.0,4.0,5.0,4.0
7248088,1,68,1,2.0,,3,3,10.0,99.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,10.0
7248088,2,65,2,2.0,,3,2,10.0,99.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,10.0
7248090,1,82,2,2.0,,3,3,9.0,8.0,8.0,8.0,8.0,6.0,9.0,0.0,1.0,10.0,7.0
7248090,2,68,1,2.0,,3,3,9.0,8.0,8.0,9.0,9.0,9.0,9.0,1.0,1.0,10.0,9.0
7248094,1,61,9,5.0,,3,3,6.0,6.0,5.0,6.0,6.0,7.0,4.0,5.0,6.0,7.0,5.0
7248094,2,78,5,5.0,30.0,3,3,9.0,3.0,6.0,4.0,3.0,7.0,7.0,0.0,4.0,6.0,5.0
7248094,1,66,9,5.0,,3,3,6.0,6.0,6.0,6.0,7.0,6.0,5.0,6.0,6.0,7.0,5.0
7248097,1,83,1,4.0,,3,3,5.0,8.0,0.0,0.0,6.0,10.0,5.0,7.0,6.0,10.0,6.0
7248101,1,67,1,2.0,,3,3,6.0,6.0,8.0,4.0,3.0,4.0,6.0,8.0,3.0,8.0,8.0
7248101,2,62,2,2.0,,3,3,7.0,99.0,4.0,10.0,2.0,6.0,6.0,5.0,6.0,10.0,9.0
7248108,2,70,5,3.0,,3,3,8.0,3.0,6.0,8.0,3.0,5.0,5.0,7.0,2.0,6.0,7.0
7248111,2,64,2,2.0,,3,3,5.0,99.0,1.0,10.0,2.0,6.0,4.0,7.0,5.0,10.0,7.0
7248111,1,73,1,2.0,,3,3,5.0,99.0,4.0,10.0,0.0,6.0,8.0,6.0,5.0,10.0,6.0
7248112,1,80,6,3.0,,3,3,7.0,99.0,6.0,10.0,0.0,5.0,4.0,5.0,5.0,10.0,6.0
7248115,1,63,1,5.0,,3,1,4.0,4.0,7.0,7.0,8.0,5.0,5.0,5.0,4.0,7.0,5.0
7248115,2,82,5,5.0,,3,3,5.0,5.0,4.0,6.0,3.0,5.0,6.0,5.0,5.0,8.0,6.0
7248117,2,85,6,5.0,,3,3,8.0,5.0,7.0,7.0,7.0,7.0,5.0,2.0,4.0,5.0,5.0
7248117,1,72,1,6.0,,3,3,8.0,8.0,9.0,8.0,8.0,9.0,9.0,2.0,2.0,10.0,8.0
7248117,2,69,2,6.0,,3,1,9.0,9.0,8.0,8.0,9.0,7.0,9.0,3.0,3.0,10.0,9.0
7248121,2,68,1,3.0,,3,3,7.0,7.0,9.0,7.0,5.0,5.0,6.0,2.0,2.0,8.0,6.0
7248125,2,83,2,2.0,,3,3,5.0,2.0,4.0,5.0,2.0,4.0,5.0,5.0,5.0,7.0,7.0
7248125,1,89,1,2.0,,3,3,9.0,7.0,5.0,5.0,6.0,5.0,5.0,3.0,4.0,8.0,7.0
7248126,2,66,1,3.0,40.0,3,3,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,10.0
7248127,1,64,2,6.0,,2,2,9.0,7.0,7.0,9.0,7.0,8.0,7.0,8.0,8.0,9.0,8.0
7248138,2,67,1,4.0,30.0,3,3,8.0,7.0,7.0,7.0,2.0,8.0,8.0,4.0,2.0,8.0,7.0
7248142,1,61,2,6.0,,3,2,9.0,9.0,9.0,8.0,9.0,9.0,8.0,8.0,9.0,9.0,8.0
7248144,2,65,2,6.0,55.0,3,2,9.0,9.0,9.0,9.0,9.0,9.0,9.0,5.0,7.0,9.0,9.0
7248144,1,69,1,6.0,,3,3,9.0,7.0,9.0,7.0,5.0,9.0,10.0,2.0,2.0,9.0,9.0
7248147,1,61,2,6.0,,3,3,8.0,8.0,8.0,6.0,7.0,5.0,7.0,5.0,6.0,7.0,7.0
7248171,2,81,1,3.0,50.0,3,3,6.0,5.0,4.0,5.0,5.0,5.0,7.0,3.0,3.0,5.0,4.0
7248172,2,77,5,3.0,,2,2,7.0,8.0,4.0,6.0,6.0,6.0,7.0,5.0,5.0,7.0,7.0
7248173,2,93,5,3.0,40.0,3,3,6.0,99.0,4.0,4.0,3.0,6.0,6.0,5.0,5.0,6.0,6.0
7248174,2,62,2,2.0,,2,2,6.0,8.0,6.0,5.0,4.0,6.0,3.0,6.0,1.0,8.0,7.0
7248174,1,61,1,2.0,35.0,2,3,8.0,8.0,8.0,7.0,1.0,2.0,2.0,0.0,5.0,7.0,6.0
7248176,1,63,1,6.0,,3,3,8.0,5.0,7.0,8.0,3.0,9.0,8.0,3.0,0.0,8.0,7.0
7248177,2,65,1,6.0,,3,3,7.0,5.0,5.0,7.0,5.0,7.0,7.0,5.0,5.0,7.0,7.0
7248177,1,69,2,6.0,50.0,3,3,7.0,99.0,4.0,6.0,1.0,6.0,6.0,5.0,6.0,7.0,6.0
7248179,2,82,5,3.0,70.0,3,3,5.0,2.0,3.0,6.0,0.0,2.0,0.0,0.0,5.0,7.0,5.0
7248183,1,91,1,3.0,2.0,3,3,5.0,0.0,5.0,5.0,6.0,5.0,3.0,0.0,5.0,10.0,6.0
7248185,1,76,1,2.0,8.0,3,3,4.0,5.0,6.0,6.0,4.0,2.0,5.0,0.0,5.0,5.0,7.0
7248185,2,67,2,2.0,1.0,3,3,6.0,3.0,5.0,6.0,5.0,5.0,6.0,0.0,0.0,6.0,6.0
7248187,1,68,14,4.0,61.0,3,3,8.0,7.0,6.0,7.0,10.0,6.0,6.0,2.0,0.0,7.0,7.0
7248191,1,62,1,5.0,,3,3,8.0,8.0,8.0,8.0,7.0,7.0,8.0,1.0,1.0,8.0,7.0
7248195,2,60,1,4.0,,3,2,7.0,7.0,8.0,8.0,7.0,8.0,7.0,1.0,1.0,8.0,8.0
7248198,1,84,1,6.0,,3,3,8.0,2.0,7.0,9.0,0.0,9.0,2.0,8.0,1.0,8.0,8.0
7248198,2,84,2,6.0,,3,3,8.0,2.0,7.0,8.0,8.0,9.0,7.0,3.0,1.0,8.0,7.0
7248206,1,66,1,6.0,,3,3,8.0,7.0,8.0,8.0,7.0,7.0,8.0,1.0,1.0,9.0,8.0
7248206,2,64,2,6.0,40.0,3,3,8.0,8.0,8.0,9.0,8.0,8.0,8.0,1.0,1.0,8.0,8.0
7248225,1,64,1,3.0,35.0,3,3,8.0,7.0,6.0,8.0,7.0,7.0,7.0,3.0,2.0,8.0,9.0
7248229,1,63,1,6.0,,3,2,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
7248229,2,63,2,6.0,,3,2,8.0,8.0,7.0,7.0,8.0,7.0,7.0,6.0,5.0,7.0,8.0
7248232,1,70,2,1.0,,2,2,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0
7248232,2,65,1,1.0,,2,2,1.0,1.0,1.0,7.0,1.0,5.0,3.0,3.0,2.0,4.0,3.0
7248234,1,61,14,4.0,,2,2,7.0,7.0,6.0,6.0,7.0,6.0,6.0,7.0,5.0,7.0,6.0
7248242,1,62,5,2.0,10.0,2,2,6.0,6.0,5.0,5.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0
7248243,2,60,2,2.0,38.0,3,3,6.0,2.0,7.0,6.0,4.0,8.0,10.0,2.0,0.0,8.0,7.0
7248243,1,68,1,2.0,45.0,3,3,8.0,6.0,4.0,5.0,5.0,7.0,8.0,8.0,3.0,8.0,7.0
7248247,2,70,6,3.0,,3,3,6.0,3.0,5.0,7.0,4.0,8.0,10.0,5.0,0.0,10.0,6.0
7248250,2,74,2,6.0,43.0,3,3,7.0,3.0,5.0,8.0,6.0,8.0,8.0,0.0,0.0,10.0,6.0
7248250,1,80,1,6.0,44.0,3,3,7.0,4.0,4.0,7.0,5.0,8.0,10.0,2.0,0.0,7.0,6.0
7248253,2,66,1,4.0,42.0,3,1,5.0,4.0,7.0,7.0,3.0,5.0,6.0,7.0,2.0,8.0,6.0
7248253,2,91,5,3.0,60.0,3,3,4.0,3.0,3.0,8.0,4.0,4.0,6.0,3.0,3.0,7.0,6.0
7248264,1,69,1,4.0,3.0,3,3,5.0,3.0,4.0,6.0,5.0,6.0,8.0,4.0,0.0,8.0,5.0
7248266,2,67,2,6.0,20.0,3,3,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,7.0,8.0,9.0
7248266,1,69,1,6.0,20.0,3,3,9.0,9.0,9.0,9.0,9.0,9.0,9.0,4.0,0.0,9.0,10.0
7248269,2,68,1,3.0,30.0,3,3,9.0,9.0,9.0,9.0,9.0,9.0,4.0,5.0,4.0,7.0,8.0
7248270,2,61,1,4.0,,3,3,9.0,6.0,8.0,3.0,6.0,9.0,8.0,4.0,3.0,10.0,10.0
7248272,2,71,1,3.0,,3,3,7.0,6.0,4.0,8.0,3.0,5.0,7.0,0.0,0.0,7.0,10.0
7248280,2,70,5,3.0,,2,2,10.0,8.0,4.0,8.0,9.0,8.0,10.0,5.0,0.0,10.0,10.0
7248287,2,63,1,3.0,,3,3,8.0,99.0,7.0,8.0,1.0,7.0,8.0,0.0,0.0,8.0,6.0
7248288,2,60,2,2.0,,2,2,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
7248291,2,64,1,5.0,3.0,3,3,9.0,9.0,5.0,9.0,9.0,9.0,9.0,1.0,1.0,9.0,9.0
7248304,1,73,1,2.0,,2,2,10.0,0.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,10.0
7248304,2,61,2,2.0,,2,2,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,10.0
7248310,2,70,1,3.0,,2,2,10.0,6.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0
7248314,2,65,1,4.0,,3,3,8.0,9.0,9.0,8.0,4.0,7.0,9.0,1.0,1.0,10.0,7.0
7248315,2,63,1,3.0,,3,3,9.0,8.0,9.0,8.0,8.0,8.0,5.0,9.0,6.0,10.0,9.0
7248322,2,70,2,1.0,,3,3,8.0,8.0,7.0,9.0,6.0,7.0,8.0,2.0,1.0,7.0,7.0
7248334,2,65,2,6.0,,3,3,8.0,99.0,7.0,7.0,8.0,7.0,8.0,0.0,0.0,8.0,8.0
7248334,1,68,1,6.0,,3,3,8.0,7.0,5.0,8.0,7.0,8.0,6.0,0.0,0.0,8.0,8.0
7248339,2,66,1,3.0,,3,3,7.0,8.0,7.0,7.0,7.0,3.0,5.0,3.0,5.0,4.0,5.0
7248340,2,84,9,3.0,,3,3,1.0,99.0,2.0,4.0,3.0,5.0,4.0,0.0,0.0,2.0,4.0
7248342,1,64,9,4.0,,3,3,8.0,99.0,3.0,4.0,6.0,2.0,3.0,4.0,3.0,2.0,6.0
7248343,1,92,1,6.0,,3,3,10.0,8.0,3.0,3.0,7.0,8.0,8.0,8.0,5.0,10.0,10.0
7248343,2,84,2,6.0,,3,3,3.0,3.0,3.0,7.0,3.0,3.0,2.0,10.0,9.0,2.0,1.0
7248344,2,73,1,3.0,,3,3,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,10.0
7248345,1,72,2,6.0,,3,3,10.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0,10.0,6.0
7248345,2,71,1,6.0,,3,3,10.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0,10.0,5.0
7248347,2,73,1,3.0,,3,3,8.0,8.0,8.0,8.0,8.0,8.0,8.0,2.0,0.0,9.0,8.0
7248348,2,68,1,3.0,,3,2,3.0,3.0,3.0,8.0,3.0,7.0,9.0,2.0,3.0,8.0,8.0
7248356,1,77,1,3.0,,3,3,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,2.0,10.0,10.0
7248364,2,81,1,3.0,,2,2,8.0,8.0,8.0,8.0,8.0,8.0,6.0,3.0,5.0,8.0,8.0
7248366,2,76,1,3.0,,3,3,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,10.0
7248367,1,81,1,3.0,,2,2,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,8.0,8.0
7248374,1,86,1,3.0,,3,3,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,10.0
7248378,2,69,1,5.0,,3,3,7.0,7.0,7.0,7.0,7.0,8.0,8.0,3.0,3.0,8.0,8.0
7248381,2,74,1,3.0,,3,2,10.0,10.0,10.0,9.0,10.0,10.0,10.0,0.0,0.0,10.0,10.0
7248383,1,62,1,6.0,15.0,3,3,3.0,5.0,7.0,7.0,6.0,8.0,5.0,4.0,4.0,5.0,6.0
7248385,1,69,1,6.0,31.0,3,3,8.0,5.0,4.0,8.0,5.0,5.0,8.0,8.0,8.0,8.0,6.0
7248385,1,66,9,5.0,31.0,3,3,8.0,8.0,8.0,8.0,7.0,6.0,8.0,3.0,2.0,8.0,8.0
7248385,2,63,2,6.0,31.0,3,3,8.0,99.0,8.0,8.0,5.0,5.0,10.0,2.0,0.0,8.0,8.0
7248388,2,72,2,6.0,32.0,3,3,8.0,7.0,2.0,10.0,5.0,5.0,5.0,5.0,5.0,7.0,6.0
7248388,1,76,1,6.0,32.0,3,3,9.0,4.0,9.0,10.0,7.0,6.0,5.0,7.0,6.0,9.0,8.0
7248391,1,63,1,6.0,8.0,3,3,7.0,7.0,7.0,7.0,7.0,7.0,5.0,0.0,0.0,8.0,8.0
7248395,1,66,1,3.0,,3,3,5.0,5.0,3.0,2.0,5.0,5.0,7.0,3.0,6.0,4.0,5.0
7248398,2,68,2,6.0,,3,3,5.0,5.0,3.0,8.0,5.0,5.0,8.0,2.0,3.0,4.0,4.0
7248398,1,66,1,6.0,45.0,3,3,8.0,5.0,7.0,8.0,4.0,6.0,8.0,3.0,0.0,7.0,5.0
7248403,2,64,5,3.0,50.0,3,3,7.0,99.0,0.0,6.0,8.0,8.0,10.0,0.0,0.0,7.0,7.0
7248408,1,61,1,5.0,15.0,2,3,8.0,7.0,10.0,7.0,8.0,10.0,10.0,3.0,0.0,8.0,10.0
7248412,1,79,5,3.0,,3,3,5.0,99.0,9.0,8.0,0.0,4.0,6.0,5.0,7.0,7.0,5.0
7248413,2,68,5,5.0,,2,2,10.0,10.0,9.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,10.0
7248419,1,83,1,4.0,,3,3,8.0,3.0,5.0,6.0,7.0,7.0,9.0,2.0,2.0,8.0,8.0
7248423,1,76,1,4.0,25.0,3,3,8.0,8.0,9.0,8.0,7.0,8.0,9.0,2.0,3.0,8.0,8.0
7248427,1,64,1,4.0,20.0,2,2,5.0,0.0,10.0,10.0,10.0,10.0,2.0,10.0,1.0,10.0,5.0
7248430,2,60,2,6.0,,3,3,10.0,10.0,10.0,9.0,8.0,10.0,10.0,0.0,0.0,10.0,10.0
7248430,1,61,1,6.0,,3,3,6.0,99.0,5.0,5.0,0.0,5.0,4.0,6.0,6.0,7.0,6.0
7248431,1,65,1,4.0,,3,3,7.0,6.0,6.0,6.0,7.0,7.0,7.0,4.0,4.0,6.0,6.0
7248433,2,60,5,4.0,0.0,2,2,5.0,99.0,7.0,5.0,0.0,5.0,3.0,7.0,7.0,6.0,4.0
7248437,2,76,1,3.0,,3,3,9.0,5.0,4.0,9.0,0.0,6.0,7.0,4.0,4.0,8.0,5.0
7248438,2,76,5,4.0,,3,3,8.0,0.0,6.0,5.0,2.0,3.0,10.0,4.0,3.0,10.0,7.0
7248443,1,77,1,3.0,,3,3,0.0,2.0,0.0,0.0,0.0,6.0,0.0,10.0,10.0,0.0,0.0
7248445,1,89,1,2.0,6.0,3,3,10.0,6.0,9.0,10.0,7.0,10.0,9.0,3.0,0.0,10.0,7.0
7248455,1,61,14,5.0,,3,3,7.0,6.0,7.0,5.0,5.0,8.0,6.0,4.0,0.0,9.0,7.0
7248462,2,62,1,4.0,,3,2,10.0,9.0,9.0,9.0,10.0,10.0,10.0,8.0,8.0,8.0,9.0
7248465,2,81,1,3.0,,3,3,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,5.0,10.0,10.0
7248466,1,78,1,2.0,41.0,3,3,10.0,8.0,6.0,9.0,10.0,10.0,8.0,1.0,0.0,10.0,10.0
7248466,2,78,2,2.0,41.0,3,3,9.0,7.0,7.0,9.0,10.0,10.0,10.0,0.0,0.0,10.0,10.0
7248468,2,73,1,3.0,,2,3,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,10.0
7248469,1,71,1,3.0,,3,3,9.0,7.0,4.0,10.0,10.0,10.0,7.0,2.0,1.0,10.0,8.0
7248470,2,62,5,6.0,0.0,3,3,10.0,99.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,9.0
7248473,1,66,1,4.0,,3,3,10.0,10.0,9.0,10.0,8.0,8.0,10.0,0.0,0.0,10.0,10.0
7248490,1,69,1,6.0,13.0,2,3,10.0,7.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,10.0
7248490,2,66,2,6.0,13.0,3,3,9.0,99.0,0.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,10.0
7248491,1,77,1,6.0,,3,3,6.0,3.0,4.0,7.0,6.0,7.0,2.0,2.0,4.0,8.0,8.0
7248491,2,67,2,6.0,,3,3,10.0,7.0,10.0,8.0,7.0,7.0,10.0,0.0,0.0,10.0,8.0
7248492,2,73,1,3.0,,2,3,9.0,8.0,10.0,10.0,10.0,8.0,7.0,0.0,0.0,10.0,8.0
7248493,2,70,1,3.0,42.0,2,2,7.0,2.0,1.0,6.0,0.0,6.0,5.0,8.0,8.0,8.0,7.0
7248498,1,61,2,6.0,,3,3,7.0,7.0,7.0,7.0,6.0,5.0,6.0,4.0,3.0,7.0,6.0
7248502,2,62,2,6.0,,3,2,5.0,6.0,4.0,8.0,7.0,6.0,7.0,6.0,6.0,7.0,6.0
7248502,1,67,1,6.0,,3,3,5.0,4.0,7.0,4.0,3.0,8.0,6.0,4.0,4.0,7.0,7.0
7248504,1,79,1,6.0,,3,3,7.0,5.0,5.0,7.0,6.0,7.0,6.0,6.0,4.0,7.0,6.0
7248504,2,75,2,6.0,,3,2,6.0,4.0,6.0,6.0,5.0,7.0,7.0,4.0,5.0,8.0,6.0
7248505,2,61,7,5.0,,3,3,10.0,9.0,10.0,10.0,8.0,9.0,10.0,0.0,0.0,10.0,9.0
7248505,2,69,1,5.0,25.0,3,3,10.0,8.0,6.0,8.0,10.0,10.0,9.0,7.0,1.0,10.0,8.0
7248507,2,62,6,6.0,27.0,3,3,10.0,3.0,8.0,8.0,9.0,9.0,9.0,1.0,0.0,10.0,8.0
7248514,2,64,1,5.0,18.0,3,3,6.0,8.0,6.0,5.0,8.0,8.0,8.0,5.0,6.0,8.0,7.0
7248522,2,64,1,4.0,,3,3,6.0,5.0,5.0,6.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0
7248527,2,64,1,3.0,,3,3,7.0,3.0,5.0,2.0,4.0,6.0,6.0,5.0,5.0,7.0,5.0
7248528,1,78,1,3.0,,3,3,7.0,5.0,6.0,5.0,6.0,5.0,6.0,2.0,2.0,6.0,6.0
7248532,2,61,1,6.0,,3,2,8.0,3.0,3.0,10.0,8.0,8.0,8.0,2.0,9.0,10.0,8.0
7248533,1,70,1,3.0,,2,3,7.0,2.0,6.0,6.0,3.0,5.0,5.0,5.0,2.0,8.0,6.0
7248534,2,75,1,5.0,25.0,3,3,8.0,8.0,8.0,10.0,9.0,8.0,9.0,1.0,1.0,9.0,9.0
